[08-14 01:34:21]create bugbear778  pos = 120900 50000, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear898  pos = 116291 37162, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear898  pos = 113494 38625, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear899  pos = 273527 64124, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear899  pos = 278567 71133, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear899  pos = 279116 70664, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear899  pos = 283320 68234, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear900  pos = 162395 177798, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear900  pos = 160402 180134, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear900  pos = 161724 181654, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear900  pos = 164689 182827, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear900  pos = 166350 180073, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear900  pos = 165219 179753, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear903  pos = 336642 338434, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear903  pos = 337133 338725, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear903  pos = 334294 337223, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear903  pos = 336681 334076, angle = 220, rTime = 60
[08-14 01:34:21]create bugbear903  pos = 339925 329002, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear903  pos = 341187 327582, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear919  pos = 103307 342346, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear919  pos = 102104 343219, angle = 220, rTime = 60
[08-14 01:34:21]create bugbear919  pos = 96157 339475, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear919  pos = 96242 333117, angle = 280, rTime = 60
[08-14 01:34:21]create bugbear919  pos = 94140 326705, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear919  pos = 93106 325939, angle = 220, rTime = 60
[08-14 01:34:21]create bugbear919  pos = 88776 332683, angle = 235, rTime = 60
[08-14 01:34:22]create bugbear511  pos = 194864 55663, angle = 250, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 196494 54821, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195636 55070, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195897 55993, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 196645 55975, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195931 54720, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195450 53778, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195049 54436, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195241 55313, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 194341 54176, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 194737 54896, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 196098 56397, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195578 56725, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195069 56022, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 194711 55308, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195577 55660, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195471 54188, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 195863 53593, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 196680 53595, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 197295 54837, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 193601 53538, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 193113 54184, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 193869 53938, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 193536 54034, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 193092 53331, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 192623 53785, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 193722 54442, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 194100 56680, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 194194 55922, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear470  pos = 194318 55418, angle = 190, rTime = 90
[08-14 01:34:22]create bugbear500  pos = 194424 53272, angle = 250, rTime = 90
[08-14 01:34:22]create bugbear500  pos = 195608 56079, angle = 295, rTime = 90
[08-14 01:34:22]create bugbear500  pos = 196089 54869, angle = 280, rTime = 90
[08-14 01:34:22]create bugbear511  pos = 195328 54767, angle = 250, rTime = 90
[08-14 01:34:22]create bugbear590  pos = 171378 112307, angle = 355, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 171067 112891, angle = 70, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 171995 112780, angle = 205, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 171855 113659, angle = 250, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 170777 113653, angle = 250, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 172685 112854, angle = 340, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 171151 112216, angle = 340, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 170441 111539, angle = 40, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 170054 112699, angle = 85, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 169676 113713, angle = 145, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 171254 114182, angle = 160, rTime = 90
[08-14 01:34:22]create bugbear461  pos = 172870 111975, angle = 160, rTime = 90
[08-14 01:34:22]create bugbear590  pos = 172683 111453, angle = 265, rTime = 90
[08-14 01:34:22]create bugbear590  pos = 172632 114021, angle = 355, rTime = 90
[08-14 01:34:22]create bugbear777  pos = 122618 33204, angle = 145, rTime = 3600
[08-14 01:34:22]create bugbear777  pos = 117064 32908, angle = 145, rTime = 3600
[08-14 01:34:22]create bugbear777  pos = 114456 45462, angle = 145, rTime = 3600
[08-14 01:34:22]create bugbear777  pos = 141032 55916, angle = 145, rTime = 3600
[08-14 01:34:22]create bugbear777  pos = 118067 41786, angle = 145, rTime = 3600
[08-14 01:34:22]create bugbear776  pos = 313500 246900, angle = 145, rTime = 1800
[08-14 01:34:22]create bugbear748  pos = 317125 246301, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 315399 243080, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 314702 243388, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 314997 245092, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 314366 245908, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 314262 246756, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 315618 246927, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 313083 247373, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 313233 248476, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 314108 247962, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 314340 249095, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 315136 250201, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 315843 250876, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 315048 251156, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 314592 251387, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 314916 252504, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 313970 252586, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 314233 253608, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 314764 254367, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 315815 254680, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 315390 255792, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 314000 256079, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 313459 256772, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 312903 257422, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 312380 258048, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 316627 256154, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 316929 257048, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 317618 257639, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 317044 258259, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 317863 258800, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 315903 249263, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 315386 249686, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 320678 256703, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 321161 257427, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 321332 258386, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 322173 257597, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 321947 258913, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 322835 257367, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 323924 257945, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 323250 256676, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 324352 256637, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 325327 256793, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 324655 257625, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 327078 256529, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 327775 257067, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 327646 257838, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 328742 257209, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 329453 256404, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 331457 254458, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 332464 254898, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 335701 247531, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 335577 246730, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 334598 245912, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 336130 245508, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 334695 244809, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 334706 243815, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 334044 244012, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear748  pos = 332234 246098, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 332741 245871, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 331378 244841, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear761  pos = 330649 244492, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 280981 298862, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 281711 299464, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 281230 300416, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 279932 301063, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 280569 302040, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 279097 301902, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 279002 302655, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 276325 298363, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 275725 298378, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 275358 299389, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 276414 300432, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 275696 300092, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 275321 300923, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 274499 300724, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 273777 300776, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 273098 301272, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 271031 301820, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 271531 302845, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 271931 301902, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 272403 302804, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 273372 303326, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 273014 304489, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 274230 303970, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 274851 304745, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 274954 305916, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 274083 305112, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 273978 306019, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 273512 306769, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 272659 306795, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 271943 306197, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 271769 307156, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 269054 311293, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 269313 312122, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 268386 311982, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 268100 312779, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 270853 313700, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 270033 315631, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 269565 316062, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 268749 316436, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 268242 316199, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 267987 314907, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 268051 315425, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 268549 314520, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 269842 314449, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 270834 315476, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 271897 315590, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 278077 313876, angle = 111, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 277274 313609, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 278385 313080, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 278320 312469, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 279019 312232, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 278185 309543, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 277397 309790, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 277169 310540, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 276478 311664, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 275439 311546, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 275813 312307, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 275290 312470, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 274842 313170, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 273673 312845, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 273133 313408, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 271457 312153, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 270919 311069, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 271515 310294, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 268967 309530, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 268084 309317, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 268423 310027, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 267150 309804, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 267673 310761, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 266685 310964, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 265868 310488, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 265119 311246, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 261980 312074, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 262783 312463, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 262987 313669, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 262144 313100, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 262008 314264, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 261287 313610, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 259257 314001, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 258372 313739, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 257256 314532, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 257455 313743, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 255416 312601, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 253492 312936, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 253281 312049, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 253463 311115, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 254400 310494, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 254713 310966, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 255300 310995, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 257137 309073, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 257157 308144, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 256164 307754, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 255581 308586, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 254323 308551, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 254721 307156, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 253748 307128, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 251980 307233, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 252797 306773, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 252355 305738, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 252449 304792, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 253214 304907, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 252932 303990, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 254480 302309, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 254117 301776, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 253743 300897, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 253854 300260, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 253788 299553, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 254312 299581, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 256547 297976, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 256204 296936, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 257343 295093, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 257375 296044, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 258193 295154, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 258932 297037, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 259679 297688, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 258973 298425, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 259803 300085, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 258781 300572, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 256920 302041, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 256928 302846, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 257601 302749, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 257884 305828, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 258273 305097, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 259306 305689, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 260102 305372, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 260075 306503, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 260443 307067, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 259795 307830, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 260181 309571, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 260908 310847, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 261612 310442, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 262967 310897, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 262713 309778, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 263303 309750, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 266183 308671, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 266066 307615, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 266427 308035, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 266655 307159, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 268632 306753, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 269168 306426, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 268511 303732, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 268286 302801, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 267401 302900, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 266909 301879, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 269108 301537, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 268989 300677, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 269467 299569, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 270191 300552, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 270820 300958, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 270932 300215, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 272774 297991, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 271625 297789, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 271671 296904, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 271595 295656, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 272083 295134, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 274489 293935, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 273652 294153, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 273864 295738, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 273950 296666, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 274865 295869, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 276297 297605, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 276255 296802, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 276700 296112, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 277354 295651, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 279720 296826, angle = 254, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 282025 297294, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 282067 296807, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 281221 296392, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 281322 295449, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 281078 294417, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 281748 294789, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 281919 293896, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 280551 291339, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 281402 291280, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 281829 289768, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 282620 290351, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 283225 290218, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 284059 289938, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 284712 285365, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 285513 284281, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 284604 284180, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 285425 287757, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 286263 287297, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 285043 286842, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 287287 286058, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 287186 285062, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 287619 284548, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear734  pos = 289506 285168, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 290290 285008, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 289598 283806, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 289389 282783, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 290183 282417, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 289672 280635, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 290609 280892, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 290039 280111, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 286528 273572, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 285971 273861, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear736  pos = 285539 275829, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 284564 276363, angle = 145, rTime = 60
[08-14 01:34:22]create bugbear735  pos = 284645 275407, angle = 145, rTime = 60
