[08-14 01:34:17]create bugbear686  pos = 28192 29486, angle = 145, rTime = 3600
[08-14 01:34:17]create bugbear721  pos = 43853 23820, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 44281 23906, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 45050 24899, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 20651 27279, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 20660 27554, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 19285 28866, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 19395 28260, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 18602 29838, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 18467 30346, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 17851 30453, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 17252 32052, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 17022 31882, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 17778 33908, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 18163 34098, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear722  pos = 18841 36037, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 18652 35440, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 18431 36224, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 19176 35931, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 19344 36516, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 16508 37041, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 16627 37390, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 15342 37335, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 14187 37817, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 13580 37930, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 13058 38146, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 13291 38487, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 11935 38357, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 11250 38659, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 10014 38713, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 9620 38521, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 8985 38064, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 8362 36919, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 8483 36380, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 7512 35420, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 7839 35701, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 6340 34135, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 5413 33380, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 5024 33163, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 4725 34728, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 4527 34997, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 5226 36354, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 5377 36632, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 4526 38383, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 4266 38613, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 3327 40070, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 3225 39787, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 2585 41550, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 2020 42169, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 2232 42938, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 2716 44456, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 3019 44748, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 2372 44100, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 13086 39844, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 12804 40166, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 12777 41031, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 12544 42095, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 12217 43035, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 11855 43211, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 10399 44532, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 9997 45022, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 11061 45794, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 11925 45498, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 12123 45698, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 13231 44408, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 13917 44188, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 15592 44851, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 15543 45140, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 16901 44166, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 17839 43781, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 19377 45118, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 19749 45024, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 20990 43985, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 20859 44688, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 21946 42643, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 21759 42170, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 20503 40610, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 20863 40816, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 20547 39354, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 20509 38020, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 20605 37480, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 24757 26966, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 24337 27191, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 24663 27552, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 23288 28551, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 23727 28306, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 22837 29803, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 22803 30395, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 23568 31797, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 23484 31990, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 24834 33414, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 25457 33528, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear722  pos = 25671 34224, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 24678 35065, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 24347 35506, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 23719 36218, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 23845 36650, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 24559 38110, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 24675 38414, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 24517 38690, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 26239 34201, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 27184 34556, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 27441 34769, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 27802 34697, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear722  pos = 25361 34413, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 27818 36171, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 27464 36443, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 25759 37523, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 26085 37457, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 23441 39705, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 22993 40041, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 23121 41425, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 23493 41599, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 24815 43285, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 24978 43011, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 25830 44898, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 26014 44371, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 26019 45315, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear722  pos = 22649 24779, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear722  pos = 22100 23618, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear722  pos = 22900 21736, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear722  pos = 25767 22290, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear722  pos = 26528 20255, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear722  pos = 25760 24646, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear722  pos = 24544 25259, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 23272 23600, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 23988 20966, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 26983 21435, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 27056 24989, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear721  pos = 21683 21789, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 21980 20533, angle = 145, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 25243 19965, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 26663 23397, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 26257 25825, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 25335 25951, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 22572 25726, angle = 0, rTime = 150
[08-14 01:34:17]create bugbear720  pos = 21223 25419, angle = 0, rTime = 150
[08-14 01:34:18]create bugbear673  pos = 3030 3339, angle = 145, rTime = 10800
[08-14 01:34:18]create bugbear723  pos = 3108 4082, angle = 160, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 3535 3765, angle = 160, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 4082 3524, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 3043 4479, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 3757 5364, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 5423 6840, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 4574 6719, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 7158 7733, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 7456 7748, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 6245 9252, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 7429 10510, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 7658 10841, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 8699 11254, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 9067 10872, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 8810 10718, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 7423 13615, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 7702 13038, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 8001 13031, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear714  pos = 45818 3281, angle = 145, rTime = 10800
[08-14 01:34:18]create bugbear723  pos = 45437 3447, angle = 205, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 45757 3679, angle = 205, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 45528 2975, angle = 235, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 46185 3577, angle = 235, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 45085 4327, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 44906 4052, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear714  pos = 44549 46530, angle = 145, rTime = 10800
[08-14 01:34:18]create bugbear723  pos = 43903 46098, angle = 190, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 43703 46576, angle = 190, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 43217 45818, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 24800 43221, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 43775 46863, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 44260 46059, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear714  pos = 3714 46483, angle = 145, rTime = 10800
[08-14 01:34:18]create bugbear723  pos = 2947 45873, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 3523 45473, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 3170 44822, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 2758 45349, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 3096 46476, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 3997 45400, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 3580 46257, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 6214 9514, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 6791 14911, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 7053 14771, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 7669 15816, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 19758 20006, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 19327 20170, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 19092 20390, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 17723 20988, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 18069 20946, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 16016 20563, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 15801 20838, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 14500 21166, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 14572 21486, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 13592 22005, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 12889 21713, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 11919 20902, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 10952 19750, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 10728 19811, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 11076 18777, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 11317 17916, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 12035 17527, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 13695 16692, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 13347 16906, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 13899 15418, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 13087 14591, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 12533 13643, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 14601 12518, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 15321 12411, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 16536 11503, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 17179 10911, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 16961 10130, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 17586 8828, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 17768 7459, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 18339 6401, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 17668 5309, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 15355 5173, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 16554 4965, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 14093 5377, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 13923 5628, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 12293 6872, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 12442 7235, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 11610 8313, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 10310 9530, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 10702 9474, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 25594 18651, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 25852 18235, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 26594 17484, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 27367 16737, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 26597 14701, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 27485 15501, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 25210 14063, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 25205 13648, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 23861 12462, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 23425 10766, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 23043 9860, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 22127 8493, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 22121 8023, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 23086 7155, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 23224 6687, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 24299 5428, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 24175 4732, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 23432 3411, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 23114 3500, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 23253 3913, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 28084 19112, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 28358 18705, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 30185 17935, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 29998 17756, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 30818 16198, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 30949 15554, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 30316 14518, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 30105 14064, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 29474 12864, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 29196 12946, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 30344 11265, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 30714 10900, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 31254 9901, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 30485 9094, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 30687 8564, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 32503 9840, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 34718 10160, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 31142 7254, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 31569 6960, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 33140 7510, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 34198 9582, angle = 0, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 34870 9721, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 34111 9918, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 36032 11134, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 36314 12106, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 35734 14225, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 36020 14079, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 37317 14797, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 37568 15168, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 38221 13751, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 39467 12609, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 39897 12373, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 41061 11578, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 41338 11508, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 43542 10333, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 43202 10477, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 43628 9770, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 43268 8059, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 43293 7649, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 42101 6778, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 40772 6060, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 41157 6081, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 38404 6728, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 38829 6523, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 37096 5592, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 36737 5188, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 35219 3923, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 34258 2880, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 34630 2688, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 35913 2094, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 37436 2604, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 38995 2954, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 40486 3482, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 41614 4018, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 43600 5043, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 43443 4739, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 28518 22763, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 28971 23025, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 30332 23921, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 30055 23569, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 30879 24608, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 31239 24637, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 32240 25359, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 32423 25456, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 34065 25447, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 34063 25107, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 33527 26139, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 33762 26054, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 34664 23927, angle = 0, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 36564 22613, angle = 0, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 37396 21877, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 37679 21665, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 37770 21309, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 38947 20559, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 39967 20662, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 41007 21633, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 42217 22758, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 42571 22827, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 44068 23877, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 45146 24926, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 46092 25107, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 46283 25512, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 19993 22811, angle = 0, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 19583 22877, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 18383 24451, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 18088 24228, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 17719 25816, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 18076 25976, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 16891 26949, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 16707 27097, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 15792 26668, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 15529 26847, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 14663 25832, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear721  pos = 14095 25306, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 12259 25390, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 12156 25565, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 10694 26837, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear722  pos = 10301 27187, angle = 145, rTime = 150
[08-14 01:34:18]create bugbear723  pos = 9206 28179, angle = 145, rTime = 150
