[08-14 01:34:20]create bugbear778  pos = 97200 362100, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 12643 44676, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 15545 50172, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear806  pos = 21883 59850, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 23088 60096, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear806  pos = 14726 50292, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear817  pos = 124056 101960, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear817  pos = 126418 100710, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear817  pos = 132292 99368, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear817  pos = 134229 102087, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear817  pos = 134540 100438, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear817  pos = 135761 98934, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear817  pos = 143750 102115, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear800  pos = 147114 100305, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear800  pos = 138743 99434, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear800  pos = 129619 101994, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear800  pos = 131330 99510, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear800  pos = 133665 102133, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear800  pos = 133842 99302, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear800  pos = 134710 92277, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear800  pos = 137251 89885, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear800  pos = 135168 88380, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear817  pos = 135938 91897, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear817  pos = 135524 88159, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear817  pos = 136418 82632, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 134921 98102, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 137690 96980, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 135647 94877, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 138084 92332, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 134926 88926, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 136978 87219, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 135224 86304, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 137685 84731, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 135042 84338, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 135957 83467, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 136829 82915, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 136531 82034, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear808  pos = 137314 82490, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear800  pos = 124962 102192, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 128223 101169, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 135905 97757, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 148175 101856, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 144431 99148, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 135716 92652, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 137759 86244, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 135031 89998, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 135664 100611, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 138755 102262, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 135247 82192, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 137837 81659, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 136941 83639, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 135118 84506, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 134935 87072, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 137650 90563, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 138072 94705, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 146763 99871, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 144183 100682, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear800  pos = 143035 99509, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 130465 99027, angle = 262, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 126347 99463, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 123852 100214, angle = 324, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 131422 101779, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 146315 100695, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 140804 99487, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 144032 101238, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 136175 87823, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 137409 88686, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 136161 90764, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 137161 100236, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 134500 99038, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 131295 100236, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 127997 99768, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 129886 100592, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 137689 98500, angle = 250, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 75245 120270, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 74526 115248, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 76917 111429, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 73824 110884, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 69257 110062, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 71892 107275, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 76638 103667, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 72691 101130, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 76917 97023, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 70803 94942, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 67605 91546, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 72589 88869, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 76646 84778, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 77593 81541, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 74350 83645, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 69896 86033, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 68632 81896, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 64495 83187, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 60798 83227, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 64458 86738, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 60261 89901, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 59246 86426, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 57108 88224, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 55417 85759, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 53480 82445, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 49732 81847, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 46658 86686, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 48700 89773, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 43758 90765, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 41741 90281, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 36610 87235, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 42563 86936, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 45096 83434, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 39864 82291, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 36827 82365, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 38155 85854, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 35614 89265, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 37995 93181, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 41003 94211, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 35502 96773, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 40359 98235, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 36742 102153, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 39693 104752, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 35715 107993, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 37610 114728, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 37135 121375, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 38489 118982, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 40207 113966, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 45364 116277, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 44539 120395, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 47740 116681, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 49817 113889, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 55594 116687, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 60674 114720, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 63685 120380, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 69290 120411, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear814  pos = 71338 116079, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 73757 120929, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear819  pos = 106836 27057, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 71356 110998, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 47913 118747, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 40223 105781, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 41765 94804, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 57129 83456, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 77289 123037, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 76016 117906, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 76762 112473, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 76736 106673, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 77005 101736, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 77302 97677, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 75737 93521, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 77934 89984, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 77565 84619, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 74553 81440, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 70437 85913, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 66837 81477, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 66326 88228, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 70355 91448, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 70660 96407, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 66251 103868, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 64024 108177, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 62389 113045, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 70180 112786, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 68693 118074, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 67522 124188, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 59661 120130, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 58575 114901, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 51427 119453, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 51276 112728, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 52991 107825, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 60368 102181, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 57889 98130, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 51114 102121, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 41369 105552, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 36591 105216, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 35883 111437, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 40229 112075, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 45667 112122, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 41629 120182, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 35644 118258, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 37106 100348, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 41329 96873, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 37347 91105, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 39170 85464, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 45873 82822, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 44764 89412, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 57557 88607, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 59589 82164, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 50748 84895, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear816  pos = 70137 108074, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 173044 113894, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 171703 115831, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 173965 115900, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 173824 111742, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 171589 110896, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 170180 113622, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 169988 116095, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 168388 116826, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 166830 115804, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 165406 116153, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 165637 116404, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 165447 110807, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 164142 114503, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 163594 113459, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 158553 114998, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 158415 115466, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 160817 114520, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 161106 112309, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 160488 110567, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 160279 110634, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 170942 116855, angle = 311, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 168244 116897, angle = 311, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 168900 114696, angle = 311, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 161395 116191, angle = 311, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 160900 114395, angle = 311, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 158551 115514, angle = 311, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 164278 114249, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 160059 110565, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 162595 111666, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear817  pos = 167694 111994, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 165582 111714, angle = 311, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 171097 111140, angle = 311, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 174041 110920, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 172582 113391, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 174003 116138, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 158934 109573, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 173626 112075, angle = 235, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 172956 114226, angle = 235, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 171725 115437, angle = 235, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 170283 113748, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 169141 110959, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 165271 113879, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 168256 113464, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 165722 115851, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 162589 116427, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 164151 110945, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 163381 113398, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 162773 112301, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 159754 116576, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 161270 112435, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 164422 116775, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 169922 115736, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 166819 115512, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 172212 110966, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear799  pos = 166774 110611, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear797  pos = 44833 39757, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear797  pos = 45011 39770, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 44665 40179, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear806  pos = 52409 38010, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 52569 37593, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear797  pos = 51936 40837, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear806  pos = 52186 40764, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 52522 40877, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear797  pos = 38570 43747, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 38170 44217, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear806  pos = 38672 44053, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear806  pos = 42053 54164, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 41793 54311, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear797  pos = 41221 54364, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear797  pos = 54330 59609, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 54130 59722, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear806  pos = 54223 59394, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 28407 29017, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear806  pos = 28495 29164, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 36035 14063, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear806  pos = 36080 14555, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear809  pos = 16343 59251, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear806  pos = 15814 59294, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear818  pos = 41508 54268, angle = 190, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 35047 41646, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 30908 60084, angle = 55, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 38401 43953, angle = 310, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 52820 37961, angle = 265, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 52511 41185, angle = 25, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 47501 47047, angle = 355, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 53634 46915, angle = 325, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 35010 57989, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 28543 16504, angle = 340, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 22311 60015, angle = 10, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 15004 49896, angle = 175, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 23625 32134, angle = 310, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 44942 40129, angle = 325, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 16182 59386, angle = 310, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 12054 44747, angle = 100, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 28192 29119, angle = 115, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 14272 20047, angle = 87, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 28833 17164, angle = 160, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 12401 12282, angle = 190, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 14366 18684, angle = 10, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 25993 24676, angle = 310, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 33713 17260, angle = 310, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 53985 59576, angle = 25, rTime = 120
[08-14 01:34:21]create bugbear818  pos = 36033 14283, angle = 115, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 95929 16378, angle = 42, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 97066 14933, angle = 224, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 95300 20464, angle = 240, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 95620 22614, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 103975 19004, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 96256 24506, angle = 42, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 98453 26349, angle = 42, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 108296 13463, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 112220 14978, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 96830 42630, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 123570 47812, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 97465 30094, angle = 310, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 119761 42191, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 85218 24268, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 84490 23607, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 118572 44072, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 97992 31862, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 115981 32921, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 116267 32120, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 128072 24549, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 128031 23408, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 123945 56170, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 121286 57373, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 123556 60751, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 125021 60196, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear808  pos = 94739 19073, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 91318 57744, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 114048 50251, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 92820 56467, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 129705 42180, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 95735 56875, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 95990 60219, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 121415 59655, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 125345 57693, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 92344 57948, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear813  pos = 114949 40465, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 87566 48151, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear813  pos = 104835 60894, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 111045 39517, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear813  pos = 91002 15866, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear813  pos = 134944 55930, angle = 250, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 82156 38514, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 97267 44310, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 86624 42559, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 91744 47573, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 115131 50190, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 106875 51806, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 128413 42173, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear801  pos = 98048 50060, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear813  pos = 129609 35611, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 133984 30762, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear813  pos = 129896 27832, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear812  pos = 135735 19197, angle = 145, rTime = 120
[08-14 01:34:21]create bugbear813  pos = 121835 11929, angle = 145, rTime = 120
